8	1.25e-07
16	7e-08
32	5.6e-08
64	5.2e-08
128	5.3e-08
256	5.1e-08
512	4.9e-08
1024	6.3e-08
2048	7.5e-08
4096	7.5e-08
8192	9.2e-08
16384	6.8e-08
32768	7.1e-08
65536	6.2e-08
131072	6.4e-08
262144	5.1e-08
524288	8e-08
1048576	8.4e-08
2097152	8.7e-08
4194304	7.8e-08
8388608	1.67e-07
16777216	1.62e-07
33554432	1.59e-07
67108864	1.65e-07
